"Cohort"	"Form.Name"	"Form.Type"	"Table.Name"	"Variable.Name"	"Variable.Description"	"Data.Type"	"Code"	"Code.Description"	"Specify"	"FixedUnit"	"Logline"	"LowerRange"	"UpperRange"
"606"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"46"	"Calcium channel blocker"	"FALSE"	NA	"TRUE"	NA	NA
"607"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"47"	"Diuretic"	"FALSE"	NA	"TRUE"	NA	NA
"608"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"48"	"Aspirin (ASA)"	"FALSE"	NA	"TRUE"	NA	NA
"609"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"49"	"Anti-coagulant: Warfarin"	"FALSE"	NA	"TRUE"	NA	NA
"610"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"50"	"Anti-coagulant: Other oral anti-coagulant"	"FALSE"	NA	"TRUE"	NA	NA
"611"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"51"	"Anti-coagulant: Subcutaneous LMWH anti-coagulant"	"FALSE"	NA	"TRUE"	NA	NA
"612"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"52"	"Anti-epileptic medication: Seizure"	"FALSE"	NA	"TRUE"	NA	NA
"613"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"53"	"Anti-epileptic medication: Headache"	"FALSE"	NA	"TRUE"	NA	NA
"614"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"54"	"Anti-epileptic medication: Other Reason"	"TRUE"	NA	"TRUE"	NA	NA
"615"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"55"	"Lipid lowering agent"	"FALSE"	NA	"TRUE"	NA	NA
"616"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"56"	"Contraception: Estrogen-containing"	"FALSE"	NA	"TRUE"	NA	NA
"617"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"57"	"Contraception: Progesterone-only"	"FALSE"	NA	"TRUE"	NA	NA
"618"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"58"	"Calcium"	"FALSE"	NA	"TRUE"	NA	NA
"619"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"59"	"Vitamin D"	"FALSE"	NA	"TRUE"	NA	NA
"620"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"60"	"ACTH Gel (Acthar gel)"	"FALSE"	NA	"TRUE"	NA	NA
"621"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"61"	"Baricitinib (Olumiant)"	"FALSE"	NA	"TRUE"	NA	NA
"622"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"62"	"Brodalumab (Siliq)"	"FALSE"	NA	"TRUE"	NA	NA
"623"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"63"	"Ixekizumab (Taltz)"	"FALSE"	NA	"TRUE"	NA	NA
"624"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"64"	"Sarilumab (Kevzara)"	"FALSE"	NA	"TRUE"	NA	NA
"625"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"65"	"Secukinumab (Cosentyx)"	"FALSE"	NA	"TRUE"	NA	NA
"626"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"66"	"Bisphosphonate"	"FALSE"	NA	"TRUE"	NA	NA
"627"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"67"	"Pilocarpine"	"FALSE"	NA	"TRUE"	NA	NA
"628"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDCATON"	"Medication"	"SearchList"	"98"	"Other"	"TRUE"	NA	"TRUE"	NA	NA
"629"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDSTRDT"	"Start Date"	"DateTime"	NA	NA	NA	NA	"TRUE"	NA	NA
"630"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"INDICATN"	"Indication"	"RadioButton (Vertical)"	"1"	"Active MAS"	"FALSE"	NA	"TRUE"	NA	NA
"631"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"INDICATN"	"Indication"	"RadioButton (Vertical)"	"2"	"Active Uveitis"	"FALSE"	NA	"TRUE"	NA	NA
"632"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"INDICATN"	"Indication"	"RadioButton (Vertical)"	"3"	"Primary disease treatment"	"FALSE"	NA	"TRUE"	NA	NA
"633"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"INDICATN"	"Indication"	"RadioButton (Vertical)"	"4"	"Hypertension"	"FALSE"	NA	"TRUE"	NA	NA
"634"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"INDICATN"	"Indication"	"RadioButton (Vertical)"	"5"	"Treatment for Calcinosis"	"FALSE"	NA	"TRUE"	NA	NA
"635"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"INDICATN"	"Indication"	"RadioButton (Vertical)"	"6"	"Treatment for TMJ Arthritis"	"FALSE"	NA	"TRUE"	NA	NA
"636"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"INDICATN"	"Indication"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"TRUE"	NA	NA
"637"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"DOSE"	"Dose"	"Text"	NA	NA	NA	NA	"TRUE"	NA	NA
"638"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MUNIT"	"Unit"	"RadioButton (Vertical)"	"1"	"mg"	"FALSE"	NA	"TRUE"	NA	NA
"639"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MUNIT"	"Unit"	"RadioButton (Vertical)"	"2"	"g"	"FALSE"	NA	"TRUE"	NA	NA
"640"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MUNIT"	"Unit"	"RadioButton (Vertical)"	"3"	"mcg"	"FALSE"	NA	"TRUE"	NA	NA
"641"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MUNIT"	"Unit"	"RadioButton (Vertical)"	"98"	"Other, specify"	"TRUE"	NA	"TRUE"	NA	NA
"642"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"1"	"Daily"	"FALSE"	NA	"TRUE"	NA	NA
"643"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"2"	"2x/day"	"FALSE"	NA	"TRUE"	NA	NA
"644"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"3"	"3x/day"	"FALSE"	NA	"TRUE"	NA	NA
"645"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"4"	"4x/day"	"FALSE"	NA	"TRUE"	NA	NA
"646"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"5"	"Every other day"	"FALSE"	NA	"TRUE"	NA	NA
"647"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"6"	"2x / wk"	"FALSE"	NA	"TRUE"	NA	NA
"648"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"7"	"Weekly"	"FALSE"	NA	"TRUE"	NA	NA
"649"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"8"	"Every other week"	"FALSE"	NA	"TRUE"	NA	NA
"650"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"9"	"Every month"	"FALSE"	NA	"TRUE"	NA	NA
"651"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"10"	"As needed"	"FALSE"	NA	"TRUE"	NA	NA
"652"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"11"	"One time"	"FALSE"	NA	"TRUE"	NA	NA
"653"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"12"	"3 consecutive daily doses/month"	"FALSE"	NA	"TRUE"	NA	NA
"654"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"FREQUNCY"	"Frequency"	"SearchList"	"98"	"Other, Specify:"	"TRUE"	NA	"TRUE"	NA	NA
"655"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"ROUTE"	"Route"	"SearchList"	"1"	"Oral"	"FALSE"	NA	"TRUE"	NA	NA
"656"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"ROUTE"	"Route"	"SearchList"	"2"	"Intravenous"	"FALSE"	NA	"TRUE"	NA	NA
"657"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"ROUTE"	"Route"	"SearchList"	"3"	"Topical"	"FALSE"	NA	"TRUE"	NA	NA
"658"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"ROUTE"	"Route"	"SearchList"	"4"	"Intradermal"	"FALSE"	NA	"TRUE"	NA	NA
"659"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"ROUTE"	"Route"	"SearchList"	"5"	"Subcutaneous"	"FALSE"	NA	"TRUE"	NA	NA
"660"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"ROUTE"	"Route"	"SearchList"	"6"	"Intra-articular"	"FALSE"	NA	"TRUE"	NA	NA
"661"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"ROUTE"	"Route"	"SearchList"	"7"	"Intraocular"	"FALSE"	NA	"TRUE"	NA	NA
"662"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"ROUTE"	"Route"	"SearchList"	"8"	"Inhaled"	"FALSE"	NA	"TRUE"	NA	NA
"663"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"ROUTE"	"Route"	"SearchList"	"98"	"Other, specify"	"TRUE"	NA	"TRUE"	NA	NA
"664"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STPDTRAD"	"If this medication has been stopped or the dose changed (other than a brief period (14 days)), please provide the last dose date, otherwise indicate it is Ongoing"	"RadioButton (Vertical)"	"1"	"Stop date (last dose given)"	"FALSE"	NA	"TRUE"	NA	NA
"665"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STPDTRAD"	"If this medication has been stopped or the dose changed (other than a brief period (14 days)), please provide the last dose date, otherwise indicate it is Ongoing"	"RadioButton (Vertical)"	"2"	"Ongoing"	"FALSE"	NA	"TRUE"	NA	NA
"666"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDSTPDT"	"Stop Date"	"DateTime"	NA	NA	NA	NA	"TRUE"	NA	NA
"667"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDSTOP"	"Reason dose stopped"	"RadioButton (Vertical)"	"1"	"Medication has been discontinued"	"FALSE"	NA	"TRUE"	NA	NA
"668"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"MEDSTOP"	"Reason dose stopped"	"RadioButton (Vertical)"	"2"	"Dosage is to be changed (add a new record with new dose information)"	"FALSE"	NA	"TRUE"	NA	NA
"669"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"1"	"Adverse event,  specify:"	"TRUE"	NA	"TRUE"	NA	NA
"670"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"2"	"Disease flare"	"FALSE"	NA	"TRUE"	NA	NA
"671"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"3"	"Family fear of potential serious adverse event"	"FALSE"	NA	"TRUE"	NA	NA
"672"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"4"	"Financial cost"	"FALSE"	NA	"TRUE"	NA	NA
"673"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"5"	"Ineffective (lack of primary response)"	"FALSE"	NA	"TRUE"	NA	NA
"674"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"6"	"Infusion/Injection reaction"	"FALSE"	NA	"TRUE"	NA	NA
"675"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"7"	"Intolerance of medication or delivery method"	"FALSE"	NA	"TRUE"	NA	NA
"676"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"8"	"Interval patient growth (outgrown dose)"	"FALSE"	NA	"TRUE"	NA	NA
"677"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"9"	"Chronic non-adherence"	"FALSE"	NA	"TRUE"	NA	NA
"678"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"10"	"Planned dose change (e.g., gradually increasing dose based on tolerance)"	"FALSE"	NA	"TRUE"	NA	NA
"679"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"11"	"Pregnancy"	"FALSE"	NA	"TRUE"	NA	NA
"680"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"12"	"Surgery, specify:"	"TRUE"	NA	"TRUE"	NA	NA
"681"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"13"	"Disease well-controlled"	"FALSE"	NA	"TRUE"	NA	NA
"682"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"14"	"Uveitis, active"	"FALSE"	NA	"TRUE"	NA	NA
"683"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"15"	"ESRD"	"FALSE"	NA	"TRUE"	NA	NA
"684"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"16"	"Course Completed"	"FALSE"	NA	"TRUE"	NA	NA
"685"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"98"	"Other, specify:"	"TRUE"	NA	"TRUE"	NA	NA
"686"	"Registry - All"	"Medications"	"Medication Log"	"MEDS"	"STOPREAS"	"Reason for discontinuation or dose change"	"SearchList"	"99"	"Unknown"	"FALSE"	NA	"TRUE"	NA	NA
"687"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"VISITDTC"	"Visit date"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"688"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"VISREASN"	"Visit Status"	"RadioButton (Vertical)"	"2"	"Completed"	"FALSE"	NA	"FALSE"	NA	NA
"689"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"VISREASN"	"Visit Status"	"RadioButton (Vertical)"	"3"	"Missed"	"FALSE"	NA	"FALSE"	NA	NA
"690"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"VISMISS"	"Reason visit was missed"	"SearchList"	"0"	"No clinic visit during routine follow-up interval"	"FALSE"	NA	"FALSE"	NA	NA
"691"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"VISMISS"	"Reason visit was missed"	"SearchList"	"1"	"CTP visit during routine follow-up interval"	"TRUE"	NA	"FALSE"	NA	NA
"692"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"UNSCRESN"	"Reason for unscheduled visit."	"RadioButton (Vertical)"	"1"	"New drug initiated"	"FALSE"	NA	"FALSE"	NA	NA
"693"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"UNSCRESN"	"Reason for unscheduled visit."	"RadioButton (Vertical)"	"2"	"Sub-study enrollment: (specify)"	"TRUE"	NA	"FALSE"	NA	NA
"694"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"UNSCRESN"	"Reason for unscheduled visit."	"RadioButton (Vertical)"	"3"	"Sub-study follow-up: (specify)"	"TRUE"	NA	"FALSE"	NA	NA
"695"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"UNSCRESN"	"Reason for unscheduled visit."	"RadioButton (Vertical)"	"98"	"Other, specify"	"TRUE"	NA	"FALSE"	NA	NA
"696"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"SUBJQUST"	"Questionnaires completed at this visit"	"RadioButton (Vertical)"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"697"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"SUBJQUST"	"Questionnaires completed at this visit"	"RadioButton (Vertical)"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"698"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"QUSTRESN"	"Reason questionnaires not done"	"RadioButton (Vertical)"	"1"	"Subject/parent refused"	"FALSE"	NA	"FALSE"	NA	NA
"699"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"QUSTRESN"	"Reason questionnaires not done"	"RadioButton (Vertical)"	"2"	"Site oversight"	"FALSE"	NA	"FALSE"	NA	NA
"700"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"SAMPDRAW"	"Were biological sample drawn  at this visit"	"RadioButton (Vertical)"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"701"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"SAMPDRAW"	"Were biological sample drawn  at this visit"	"RadioButton (Vertical)"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"702"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"SAMPDRAW"	"Were biological sample drawn  at this visit"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"703"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"DIAGTEST"	"Were any diagnostic test performed  at this visit"	"RadioButton (Vertical)"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"704"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"DIAGTEST"	"Were any diagnostic test performed  at this visit"	"RadioButton (Vertical)"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"705"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"DIAGTEST"	"Were any diagnostic test performed  at this visit"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"706"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"LABSDRAW"	"Were any laboratory  test performed  at this visit"	"RadioButton (Vertical)"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"707"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"LABSDRAW"	"Were any laboratory  test performed  at this visit"	"RadioButton (Vertical)"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"708"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"LABSDRAW"	"Were any laboratory  test performed  at this visit"	"RadioButton (Vertical)"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"709"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"STRODUSE"	"Has the subject had any exposure [ever - baseline / since last visit - Followup] to glucocorticoids (steroids) for the treatment of rheumatologic disease (including oral,  intra-articular, high-dose pulse IV; excluding eye drops or inhaled)"	"RadioButton (Vertical)"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"710"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"STRODUSE"	"Has the subject had any exposure [ever - baseline / since last visit - Followup] to glucocorticoids (steroids) for the treatment of rheumatologic disease (including oral,  intra-articular, high-dose pulse IV; excluding eye drops or inhaled)"	"RadioButton (Vertical)"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"711"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"OTHSTUDY"	"Is the subject currently enrolled in any interventional studies?"	"SearchList"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"712"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"OTHSTUDY"	"Is the subject currently enrolled in any interventional studies?"	"SearchList"	"1"	"Yes"	"TRUE"	NA	"FALSE"	NA	NA
"713"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"OTHSTUDY"	"Is the subject currently enrolled in any interventional studies?"	"SearchList"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"714"	"Registry - SLE"	"Visit"	"Visit Form"	"VIS"	"LUPUSNEP"	"Is subject being treated for Lupus Nephritis?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"715"	"Registry - SLE"	"Visit"	"Visit Form"	"VIS"	"LUPUSNEP"	"Is subject being treated for Lupus Nephritis?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"716"	"Registry - SLE"	"Visit"	"Visit Form"	"VIS"	"LUPUSCTP"	"Is subject being treated according to CARRA Consensus Treatment Plan (CTP) for induction treatment of Lupus Nephritis?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"717"	"Registry - SLE"	"Visit"	"Visit Form"	"VIS"	"LUPUSCTP"	"Is subject being treated according to CARRA Consensus Treatment Plan (CTP) for induction treatment of Lupus Nephritis?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"718"	"Registry - SLE"	"Visit"	"Visit Form"	"VIS"	"IMMUREGI"	"If Yes: Which immunosuppressive regimen is being used for the CTP for induction treatment of lupus nephritis?"	"RadioButton (Vertical)"	"1"	"Mycophenolate mofetil/mycophenolic acid"	"FALSE"	NA	"FALSE"	NA	NA
"719"	"Registry - SLE"	"Visit"	"Visit Form"	"VIS"	"IMMUREGI"	"If Yes: Which immunosuppressive regimen is being used for the CTP for induction treatment of lupus nephritis?"	"RadioButton (Vertical)"	"2"	"Intravenous cyclophosphamide"	"FALSE"	NA	"FALSE"	NA	NA
"720"	"Registry - SLE"	"Visit"	"Visit Form"	"VIS"	"STERREGI"	"Which steroid regimen is being used for the CTP for induction treatment of lupus nephritis?"	"RadioButton (Vertical)"	"1"	"Primarily Oral"	"FALSE"	NA	"FALSE"	NA	NA
"721"	"Registry - SLE"	"Visit"	"Visit Form"	"VIS"	"STERREGI"	"Which steroid regimen is being used for the CTP for induction treatment of lupus nephritis?"	"RadioButton (Vertical)"	"2"	"Oral and IV"	"FALSE"	NA	"FALSE"	NA	NA
"722"	"Registry - SLE"	"Visit"	"Visit Form"	"VIS"	"STERREGI"	"Which steroid regimen is being used for the CTP for induction treatment of lupus nephritis?"	"RadioButton (Vertical)"	"3"	"Primarily IV"	"FALSE"	NA	"FALSE"	NA	NA
"723"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"CTPJDM"	"Is subject being treated according to CARRA Consensus Treatment Plan (CTP) for JDM?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"724"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"CTPJDM"	"Is subject being treated according to CARRA Consensus Treatment Plan (CTP) for JDM?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"725"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"JDMYES"	"If Yes, which one:"	"RadioButton (Vertical)"	"1"	"Moderate JDM"	"FALSE"	NA	"FALSE"	NA	NA
"726"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"JDMYES"	"If Yes, which one:"	"RadioButton (Vertical)"	"2"	"Skin Predominant JDM"	"FALSE"	NA	"FALSE"	NA	NA
"727"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"JDMYES"	"If Yes, which one:"	"RadioButton (Vertical)"	"3"	"JDM with Persistent Skin Disease"	"FALSE"	NA	"FALSE"	NA	NA
"728"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"MODJDM"	"select one:"	"RadioButton (Vertical)"	"1"	"Plan A: IV and PO steroids + methotrexate"	"FALSE"	NA	"FALSE"	NA	NA
"729"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"MODJDM"	"select one:"	"RadioButton (Vertical)"	"2"	"Plan B: IV and PO steroids + methotrexate + IVIG"	"FALSE"	NA	"FALSE"	NA	NA
"730"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"MODJDM"	"select one:"	"RadioButton (Vertical)"	"3"	"Plan C: PO steroids only + methotrexate"	"FALSE"	NA	"FALSE"	NA	NA
"731"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"SKNPRED"	"select one:"	"RadioButton (Vertical)"	"1"	"Plan A: Hydroxychloroquine monotherapy"	"FALSE"	NA	"FALSE"	NA	NA
"732"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"SKNPRED"	"select one:"	"RadioButton (Vertical)"	"2"	"Plan B: Hydroxychloroquine + methotrexate"	"FALSE"	NA	"FALSE"	NA	NA
"733"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"SKNPRED"	"select one:"	"RadioButton (Vertical)"	"3"	"Plan C: Hydroxychloroquine + methotrexate + PO steroids"	"FALSE"	NA	"FALSE"	NA	NA
"734"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"PERSSKIN"	"select one:"	"RadioButton (Vertical)"	"1"	"Plan A: Addition of IVIG to prior regimen"	"FALSE"	NA	"FALSE"	NA	NA
"735"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"PERSSKIN"	"select one:"	"RadioButton (Vertical)"	"2"	"Plan B: Addition of MMF to prior regimen"	"FALSE"	NA	"FALSE"	NA	NA
"736"	"Registry - JDM"	"Visit"	"Visit Form"	"VIS"	"PERSSKIN"	"select one:"	"RadioButton (Vertical)"	"3"	"Plan C: Addition of Cyclosporine to prior regimen"	"FALSE"	NA	"FALSE"	NA	NA
"737"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"CONTSTDY"	"Is subject expected to return to site for a Follow-up Registry visit?"	"RadioButton (Vertical)"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"738"	"Registry - All"	"Visit"	"Visit Form"	"VIS"	"CONTSTDY"	"Is subject expected to return to site for a Follow-up Registry visit?"	"RadioButton (Vertical)"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
